CustomerID,FullName,Email,PhoneNumber,Address,CreditScore,Income,AccountBalance,LoanAmount,LoanTerm,LoanPurpose,LoanStatus,CreditUtilization
4018c763-a63d-46de-acb8-e88a39ce6b8d,Brian Trevino,gutierrezalec@example.net,001-354-865-1218x448,"872 Horton Village
North Alexiston, FM 38211",791,743868,979348,6911,5,Auto Loan,Rejected,58
0ee5d4af-2a31-4700-a22e-576c9b0c66a1,Kathy Nguyen,tlove@example.com,(904)833-3404,"932 Nguyen Street
East Jasmine, DC 21584",440,254836,890650,7870,12,Business Loan,Pending,80
b9ff495c-4612-461d-847d-446ff68bac3b,Timothy Rhodes,harriswilliam@example.net,001-870-216-5406x305,"80319 Gallagher Manors
Port Mitchell, DE 27779",650,837004,374565,9033,5,Auto Loan,Pending,70
4b01d4c5-b80c-488e-9281-b343a6375137,Elizabeth Lopez,huntcarlos@example.org,2462714720,"316 Lawrence Coves Suite 777
Bullockville, NE 43324",771,753537,200554,8155,5,Student Loan,Approved,10
6b59b4a3-3ead-4843-9895-9d4eef3955e8,Rebecca Bell,mark95@example.com,001-364-533-1724x5171,"24991 Hicks Center Apt. 799
East Raymond, NM 56445",493,725417,607165,8539,25,Auto Loan,Rejected,23
3b6cd140-6c72-4d5b-b3c8-95d4c8a994b4,Brittany Freeman,pamelaingram@example.org,797.402.0369,"70729 Poole Common
Joshuahaven, MP 08702",704,736403,888321,3247,13,Student Loan,Pending,25
64cacf86-2e7e-4c23-8786-c5bcab7220c7,Joshua Turner,michellehall@example.com,546.511.5668x6811,"USS Hopkins
FPO AA 88813",646,823547,361039,4385,22,Student Loan,Pending,10
cfd69ab8-e8be-4a9d-ab5c-2a9b4ecf9d04,April Miller,nicole63@example.com,(792)423-0965,"6320 Ashley Manor Suite 078
Smithfort, NM 57748",583,613189,749452,4186,27,Home Purchase,Pending,86
ac9791ff-62d2-43be-a644-060d144d4f33,Lawrence Love,alishahayes@example.net,282.905.7210x1092,"65029 Suarez Fords
Jonathanborough, CA 02427",642,232604,475084,8997,11,Business Loan,Rejected,77
62929174-12b1-4694-9a1b-f3073b6e8fc1,Gina Carey,morgannovak@example.org,(394)858-7627,"8885 Tammy Coves Apt. 925
Josephburgh, NE 13749",825,112208,499745,1046,9,Home Purchase,Pending,62
dae6b6f5-0c94-4f6e-872d-1dbf1eae2344,Penny Cummings,conniepowell@example.com,+1-894-599-0205x03668,"11822 Berry Way Suite 054
Danielberg, OR 34675",450,274403,368289,2600,14,Student Loan,Rejected,41
94a47228-55fa-4161-933a-f6db6c8f76e6,Margaret Moore,wcooke@example.org,001-834-430-5981x78398,"041 Elijah Keys Apt. 271
East Patrickton, FL 21252",543,369039,522143,4623,1,Home Purchase,Approved,13
753a3fc5-db76-4c50-9d74-7117ee991dad,Thomas Hernandez,cmarks@example.com,612-360-4958,"365 Sarah Extensions
Millershire, WV 06289",303,797891,109427,5901,6,Business Loan,Rejected,5
2f1a53d9-b64f-4e52-9973-ebf00735465b,Joshua Hampton,butlerbetty@example.com,001-312-561-5426,"86056 Yates Valley
Philipfort, HI 19711",336,584047,22635,3092,11,Student Loan,Rejected,72
9738ae7f-a06a-4433-b067-9e12ce07ecda,Elizabeth Johnson,cscott@example.com,(627)620-4955,"326 Garcia Port
Carterland, WA 29628",535,573974,272,3702,28,Student Loan,Approved,79
0b8fb8a8-195b-41dd-8f6f-2af795ace869,Alexander Benitez,emily92@example.com,001-580-957-1892x530,"27889 Schwartz Courts
Jenniferside, PA 57827",604,601280,232299,6586,23,Auto Loan,Pending,17
6111b374-9ced-42ca-9684-53f263be39d6,Holly Thompson,franconicholas@example.net,718-582-0560x58071,"7040 Timothy Route Apt. 334
New Darrell, NH 38047",630,582472,602194,2153,29,Auto Loan,Pending,86
dd18fbae-146e-4d71-bfec-80eb37fce517,Richard Rodriguez,bkeller@example.net,279.401.0258,"833 Cherry Bypass Apt. 886
North Debbieshire, VI 86483",702,58700,462467,3451,22,Home Purchase,Rejected,86
16f1dd3e-8614-4a30-a510-e1df578db4c0,Ryan Castaneda,lmorales@example.com,338.505.6640x7295,"95011 Elliott Forge
Robertsland, RI 68512",787,884833,602208,4533,14,Business Loan,Rejected,85
1dd0834a-1ccd-43c7-bbc7-2d0b3a6c7cb2,Vanessa Davis,olivia32@example.com,672.979.9884,"76830 Morris Motorway
Juarezville, CA 22002",792,185690,841589,1911,4,Student Loan,Pending,79
ab1c33fb-1b1d-47ac-9330-106525acd150,Jeffery Cline,lshelton@example.org,001-339-531-8302x475,"88961 Brittany Crossroad Suite 037
Hartmouth, OH 75616",606,189683,385251,4989,7,Auto Loan,Approved,26
f1866707-572a-42da-a9f0-f104de0f0f67,Cheryl Torres,josephodonnell@example.org,+1-295-947-8897x19879,"487 Huerta Hills
Port Juan, ID 02539",837,483853,800869,4047,10,Student Loan,Pending,48
d71f1713-3502-47a9-9e98-c84e217ad730,Nathan Campbell,jdaniels@example.net,(950)741-5837,"USCGC Brady
FPO AE 15730",408,88778,442261,7263,8,Business Loan,Rejected,58
e4be37e5-201f-4de5-b88b-b33ae9da3920,Jamie Shaffer,catherine80@example.org,739-389-0067,"93354 Heather Ferry
Lake Eric, AS 26548",716,470933,926363,1601,11,Business Loan,Pending,94
83e2f458-e87f-486d-9cdd-7e53e3982317,Daniel Rush,eho@example.com,(959)510-4513x666,"21761 Clark Spring
Debraberg, CT 43683",460,620957,39466,1259,3,Auto Loan,Rejected,97
5a8cd575-f27a-481f-98ad-fadb78638c7f,Eric Rangel,mary56@example.org,001-276-484-2820x017,"8562 Brian Plain
Maldonadoview, IA 56949",545,492853,398818,6650,30,Auto Loan,Rejected,26
57290fc9-dab3-405c-af41-2f58110c14a8,Amber Lloyd,jon32@example.org,585-414-7926,"68227 Cherry Stream
East Robinside, NV 46254",705,565207,663739,5068,25,Business Loan,Pending,73
f0d8a0b9-9baf-49a2-b8c3-cb4081b3a863,Susan Michael,melinda71@example.net,(538)622-7775,"6219 Erin Lodge
Williamsfurt, NJ 33994",787,449868,187086,6178,1,Student Loan,Approved,40
ce58838f-050e-4f2d-8a8b-d93bc5613501,Lee Gill,davidjohnson@example.org,+1-895-238-8776x4271,"4206 Richard Grove
Samanthaburgh, PR 45864",662,659234,689397,2443,26,Auto Loan,Rejected,3
da88d4fd-f32f-4eec-9c5b-7264db998bc6,Eric Phillips,tara04@example.org,983.503.2165,"505 Karen Summit
Port Deannahaven, MH 95019",565,227958,395809,2352,28,Auto Loan,Approved,61
f86b2363-b65f-447c-b897-2ea4bf2c0d4b,Jared Fowler,vrichardson@example.org,(805)257-2431x93710,"16265 Alvarez Avenue Suite 279
Christopherton, HI 46194",629,767390,177826,3853,28,Home Purchase,Pending,62
4d741703-a596-4d13-aaf8-419855d04646,Ashley Tran,belljeffrey@example.net,9256329874,"60394 James Cape
Lake Amandaburgh, MH 38536",802,33363,127699,7342,13,Home Purchase,Rejected,11
63602ecf-88bd-4406-8e4f-1410284171b7,Frank Young,allison95@example.net,790-594-9079x08462,"0114 Harrison Street
Christopherhaven, OH 42557",353,207091,284658,3099,1,Auto Loan,Pending,48
2e57ca99-f20c-433b-a409-a27174cc699b,Teresa Wright,jason71@example.org,917-940-0736x493,"901 Leslie Motorway
West Michael, WI 25023",479,71832,353005,8507,16,Business Loan,Pending,47
c2aa3803-dd5e-4f3f-a6e2-15ec929e4c4b,Chad Murillo,john43@example.com,8929839263,"7717 Michelle Loop
South Hannahside, TN 94297",713,166500,450214,7356,1,Auto Loan,Pending,7
9f1496e7-b5e4-4e12-8929-dddc1c341c87,Anna Williams,john86@example.org,6763564788,"78785 Berger Squares Suite 704
New Keith, MS 44924",449,447166,878190,7775,12,Student Loan,Pending,79
48b25855-a815-4724-9b55-c0e83b22791f,Brittany Jones,dbrown@example.com,7947656503,"2509 Blake Motorway Suite 827
Lake Scott, NC 31619",732,51526,330194,6681,25,Business Loan,Approved,4
dc74f87f-2bab-4945-b3c7-dd7275831c48,Jason Hall,oduran@example.org,915.981.4894,"7563 Joseph Lock Apt. 829
New Darryl, AZ 49816",690,838724,351897,2928,30,Home Purchase,Approved,19
1ca69571-0ebd-49da-a142-dee10b846942,James Sanchez,brandon35@example.org,597.861.9840x3954,"1986 Edwards Spring Apt. 703
Lake Kristinafurt, LA 28739",316,623526,288703,1788,17,Auto Loan,Pending,79
9875b2d7-286e-4e84-8fbd-f7dd39b3832e,Kelly Barnes,mortonrobert@example.com,(942)645-2002,"024 May Vista Apt. 234
East Benjamin, NE 98828",370,68787,779423,9864,24,Home Purchase,Pending,35
1270e5f2-0050-4ee5-a79b-674be5ea6bc6,Mr. David Zuniga III,hrodriguez@example.org,245-774-8316,"Unit 3385 Box 5524
DPO AP 40035",671,772267,479638,5425,25,Student Loan,Approved,76
6188ad57-28cc-418c-bc47-2d1aebac4ec2,Colin Ayala,martincindy@example.org,(337)520-3014,"7948 Thornton Station Apt. 083
Brandonberg, IA 30590",584,740293,230208,6559,16,Home Purchase,Approved,44
d7e54c00-002e-40f5-a7d2-d3aca4d7cdbe,Caleb Salinas,shannondominguez@example.net,+1-770-345-1960,"97625 Cameron Center
Scotttown, LA 58084",691,87526,71340,3130,21,Student Loan,Pending,79
b850f2d2-768a-41e9-8fb2-25442515c7d5,Michael Morgan,brianhunt@example.net,233.238.0418x6171,"93701 Nathan Freeway
Lynchberg, IL 01035",326,890226,301494,7758,4,Home Purchase,Approved,34
3371a5fe-7751-42d2-9d90-b9369f4e6dc6,John Hale,xwood@example.org,(825)677-7323x9895,"33859 Johnson Ville
Port Josephtown, AZ 22250",780,277902,157602,2281,18,Student Loan,Pending,87
b75d5236-6c75-4bf7-a399-49fcefc4e825,Chase Alvarez Jr.,bmoore@example.org,298-632-4877x90326,"8171 Noble Plains
Port Ryanmouth, ND 12282",555,193772,884030,7407,27,Auto Loan,Approved,11
e998ad3e-199a-4065-84cd-1cdf6e740e3f,Christina Patton,megan12@example.net,(408)798-3117x117,"2703 Samuel Fields Apt. 606
Port Joan, NM 10088",544,776233,809013,6396,21,Business Loan,Approved,37
1a1ef996-b094-4a11-a29b-202b84f5016e,Ashley Miller,allison60@example.org,481.920.8060,"931 Lewis Isle
East Madisonland, HI 05244",464,873488,161611,3318,21,Student Loan,Approved,86
1095cb7d-289a-45b2-826c-c604ffd2107e,James Nunez,alexsanders@example.org,001-649-633-6267x92961,"914 Crystal Shore
New Robin, WI 54833",305,327173,229685,8180,27,Student Loan,Pending,27
58999d87-3165-4169-bbb6-b206cecc5ea4,Christine Ramirez,gordonjeffrey@example.org,893.909.2796x959,"USS Johnson
FPO AP 39097",467,338584,927922,8856,28,Home Purchase,Approved,94
92c26846-1d60-4adf-8712-26354c0d28b0,Scott Wood,robertcastillo@example.org,001-762-298-5097x34394,"602 Christina Flat Apt. 718
South Patriciastad, IN 71802",761,258321,559180,5024,26,Student Loan,Pending,70
e515d871-29de-411f-8477-bf6eafe0577f,Bonnie Bishop,christophersmith@example.org,+1-241-630-9191,"4076 Colton Harbors Suite 834
Jessicaview, NE 20272",433,878099,132299,2111,21,Home Purchase,Pending,90
b2d934dc-77db-4bb1-9668-a8f76e6eb2c7,Hannah Beard,carterjackie@example.net,9392621329,"41450 Jones Drive
South Emily, UT 65932",784,57895,614476,6702,10,Home Purchase,Rejected,93
484764ec-7693-4a8e-bf98-16f9ceadd069,Aaron Lozano,jimenezbruce@example.net,659-215-6535x8701,"7701 Sexton Glen
Lake Nicoleside, KY 93714",394,484253,931246,8309,14,Student Loan,Approved,91
2a316587-a569-465f-96e6-be3009993882,Daniel Gardner,osolis@example.org,+1-543-749-1017x821,"37654 Mathew Extension
Port Kari, AZ 42474",845,663000,106748,6101,2,Auto Loan,Rejected,47
7d49e9b2-7e18-4203-8161-7a02f7d420cd,Elizabeth Hoffman,cookpeter@example.com,510-733-8750x55239,"384 Montgomery Pine Suite 299
Lake Patrickfort, WY 37860",300,690234,579726,8676,29,Student Loan,Rejected,1
753ce11e-7060-4760-9f47-ad7d99e615ce,James Lawrence,martinmichael@example.com,3233093262,"294 Ryan Divide Apt. 340
North Roberttown, MT 61737",346,97000,280932,3644,16,Home Purchase,Pending,51
050d502e-a483-41a5-b3b1-ede88a001de6,Jeff Smith,nelsonlynn@example.org,943.712.7838x870,"1266 Luke Pine
Colestad, UT 65399",425,127515,928461,9391,19,Home Purchase,Approved,57
21a57a16-1c83-4951-a6eb-6bf66feaca26,Jennifer Price,glenn29@example.org,404-525-4269x22541,"88447 Whitaker Ridges Suite 036
Lake Brady, MS 68522",647,304547,751058,8829,22,Auto Loan,Rejected,81
355044a2-909a-44d8-a7e0-3bcf4a46f1d4,Nicole Lewis,jjames@example.net,9626793138,"95508 Sexton Cape Apt. 308
Ashleystad, PA 65226",776,391922,834374,3213,16,Home Purchase,Approved,14
a92da9f5-929b-4e1b-a7ca-7f8db59db08d,Lisa Singleton,alvinmarshall@example.net,705-649-0154x806,"5864 Morgan Extensions Apt. 840
North William, NM 48777",781,204440,312255,1869,17,Home Purchase,Rejected,81
bd91eee8-9415-42ca-9698-6dcdfa5c88f5,William Jordan,yolandamoreno@example.org,001-512-709-3970x4018,"469 Nicholson Camp
East Shannonmouth, MH 91940",504,129756,294031,9532,1,Student Loan,Approved,97
3d800eff-0a84-459e-8829-587326661e64,Angela Thornton,carolyn37@example.org,+1-995-580-3846x11241,"3157 Andrea Ferry Apt. 425
South Brenda, NY 48049",548,58062,155093,3654,21,Business Loan,Pending,73
247cb287-e0b1-4aa9-bcfd-640cb1c93ac2,Sandy Gilbert MD,humphreysuzanne@example.net,001-541-343-7234,"66104 Miller Underpass Suite 048
North Colleenberg, WI 46415",810,359908,174335,8765,10,Student Loan,Pending,32
f23dc325-deec-430a-b23f-bd9a46ec7a2a,Mary Perez,ericowens@example.net,690-369-7726x3296,"35437 Warren Haven Apt. 803
West Charlotte, ID 29866",432,184879,181057,8652,7,Business Loan,Rejected,29
f6cb3787-e706-4eb5-8568-5b7c95e4d41e,James Bates,christine87@example.org,720.467.2167,"36814 Zimmerman Rest
Kristibury, AK 43577",583,570791,382801,9469,4,Student Loan,Approved,99
17c980bb-a537-4f60-85a3-76f212f7ad61,Billy Friedman,dholland@example.com,001-623-672-5160x9827,"988 Megan Motorway Apt. 854
West Kimland, UT 84225",671,190657,368129,9216,20,Business Loan,Approved,86
f07a070b-46e6-4760-8f1c-88949bc7f286,William Adams,rodrigueznina@example.org,001-735-240-4248,"11399 Dillon Ridges Suite 860
Beverlyville, VA 60886",596,79405,978017,1274,26,Business Loan,Approved,58
eeae761f-27c2-4b65-b3f0-1bdf8554cc64,Larry Solomon,josephbrewer@example.com,943.694.0163,"9842 Dana Isle Apt. 636
New Taylor, MA 51721",535,129977,71627,6244,28,Student Loan,Approved,72
15f70e30-3b43-4a68-b0b0-192e9eee3bbe,Michael Jackson,ldougherty@example.org,(676)563-1188x99128,"7170 Meghan Camp
Kyleburgh, ID 77554",812,196270,609569,5173,30,Home Purchase,Rejected,43
ec99cf7b-f380-4ee0-9da3-bb4a8a327864,Jeffery Heath,stanleykelsey@example.com,275-296-2506,"553 Jenkins Drives
North Courtneybury, SD 50652",837,846817,134790,1364,28,Auto Loan,Pending,53
f6b23aa9-8c14-4d4e-9837-816039555475,Sandy Mckee,brandonwilkerson@example.net,001-281-771-5590x23422,"5108 Christopher Spur
Olsonmouth, VT 43354",380,851709,62064,4332,10,Home Purchase,Pending,73
36350848-256e-427e-8380-f119c21b0df5,Katie Miller,patrick64@example.org,859-804-0316x6552,"5585 Hampton Trafficway
East Tony, GA 57628",528,525416,5621,9679,11,Student Loan,Approved,46
2c4c7653-52ab-47d9-8935-a5c2c5136b79,Rachel Bowen,melissa89@example.com,2489649760,"9426 Meadows Common Suite 896
New Andreachester, WV 91158",502,250677,30338,2226,9,Student Loan,Rejected,46
59507e3a-99e0-4328-be32-a435b426b806,Antonio Schmidt,nicole70@example.com,+1-218-467-8856x1572,"066 Bethany Island Apt. 205
Michellebury, VT 11577",820,83838,120440,9728,18,Student Loan,Approved,35
8b43ea11-2911-4d47-9040-91f0a79c334a,Michael Watkins,johnconway@example.com,935-805-3348x41269,"81069 Snyder Shore Suite 759
Andradechester, MH 64260",443,255883,784623,2581,29,Auto Loan,Approved,30
edfaea65-7162-4ac9-8aad-a467e0f5bac4,Patricia Spencer,billysilva@example.net,295-375-7859x3195,"PSC 7325, Box 2726
APO AA 28322",565,475226,978422,4265,17,Auto Loan,Rejected,10
cc76519d-889c-43c6-9e68-113f620108d3,Brett Mercado,jthompson@example.net,+1-745-929-0908,"26573 Anderson Knolls
Robinsonbury, OH 39810",393,885764,349445,2876,12,Student Loan,Approved,45
b5085923-a4c0-4caa-b5c6-e495a0f88b96,Katherine Gonzalez,phurst@example.com,+1-325-534-3671x186,"Unit 8402 Box 2495
DPO AA 32253",735,495887,419975,5931,6,Auto Loan,Rejected,48
221513a9-26e4-4be0-9151-53c6eca7e998,Barbara Marshall,gibsonlisa@example.com,(617)760-5808x961,"938 Edwards Hollow Apt. 997
New Shelby, PW 24463",375,231202,753470,2939,16,Business Loan,Rejected,97
f7290e75-fece-4cb2-9fee-9c74ac1e1ce9,Melanie Eaton,susanpena@example.com,613-890-5785,"1055 Perkins Bypass
Carolynview, VA 98821",304,347549,843716,6302,12,Student Loan,Rejected,27
7e24ec88-4a49-4f64-905e-d3996497d085,Joseph Perry,stephaniebradley@example.com,+1-240-588-7119x942,"16538 Mario Mall Apt. 632
Michaelview, AK 28822",401,309487,192314,5602,9,Auto Loan,Approved,98
3646813e-ae85-4048-8192-a4333ccdeed9,Barbara Miles,rperry@example.net,417.971.6887,"28590 Riley Coves
Clarkhaven, GU 92279",393,68093,917909,8617,6,Home Purchase,Rejected,30
ad3ba525-687b-4509-bf96-8cfb898b06ba,Christopher Cox,thomasburton@example.org,001-438-917-1897,"710 John Pike
Leefort, NH 20683",699,736212,314715,7869,3,Business Loan,Approved,58
f727e1bd-b5a8-40f4-a34a-a53dded60e73,Jennifer Carrillo,mbates@example.net,(837)309-3390x9873,"249 Owens Corner Suite 376
Jenniferchester, VT 28229",708,132957,305400,4951,29,Home Purchase,Approved,21
8f01362f-ca6b-4ca8-8f6c-5afd54dda6f6,David Oliver,gabrielterrell@example.net,001-216-760-8959x6439,"96739 Sara Flat
Colemanberg, SC 83023",403,91025,583425,5415,24,Auto Loan,Pending,52
db6e6ca4-3b19-4ee9-93a0-70c834fc94cc,Ashley Black,harold50@example.com,369-476-5329,"089 Margaret Streets
North Christineton, WA 94740",848,383909,97083,8495,17,Business Loan,Approved,83
a5fd95a6-5a0b-4324-91be-4fb39571e75f,Christopher Anthony,marc70@example.org,001-866-545-7856x9927,"Unit 6131 Box 5344
DPO AE 50251",437,446056,101357,3425,26,Home Purchase,Pending,27
99c46673-f955-45f4-9415-9604b6cce4de,Cheryl Garcia,thompsonchad@example.net,(593)755-1449x3973,"333 James Roads Apt. 654
Davistown, OH 65634",422,139175,769248,4969,1,Auto Loan,Rejected,36
b592e0a1-d861-4c31-947f-f62ff136dd5d,Gina Kennedy,wilsondavid@example.org,(317)672-2239x605,"20676 Gonzalez Neck Suite 473
Davidfurt, RI 67049",489,280980,680562,8701,6,Auto Loan,Pending,2
6d30206b-2a1a-4c5a-9ba6-ab28b9f9a3b1,Sherri Henderson,brownanthony@example.org,+1-705-373-8815x9052,"567 Cooper Spurs Suite 805
New Kevin, DE 18956",374,86079,178448,1666,1,Student Loan,Rejected,54
8a3c5388-c52d-4db4-8634-22cc022f8534,Kyle Lamb,williamboyd@example.org,403.532.6275x2122,"32455 James Lodge Apt. 804
South Veronica, GU 64579",395,872225,219422,3601,12,Auto Loan,Pending,44
b72d7c20-695f-445c-be3e-e74a4b6b5bbe,Timothy Smith,gloria62@example.com,8922094340,"7878 Cheryl Overpass
Port Gregorytown, LA 62092",360,665036,190166,1435,9,Business Loan,Pending,49
1b751512-b0a2-4c39-b5c0-3301c7bc444b,Ryan Allen,samantha14@example.net,+1-294-403-0720x79099,"3948 Melissa Vista Apt. 812
West Sydney, WV 27596",683,664313,688866,1070,16,Student Loan,Pending,41
3338fe5f-4dd7-4dd3-8e2e-d1fa43f18861,Matthew Mendoza,iburke@example.org,300.986.5714x10000,"256 Marsh Course Suite 392
Port Thomas, GU 55576",791,473269,561799,1686,15,Student Loan,Approved,14
2bf924cc-8e22-4141-843b-f1d37f91d690,David Harris,hansenstuart@example.org,958.342.6872x04006,"0079 Hood Ridges
Lake Theodore, LA 05790",515,456757,610284,6596,14,Business Loan,Approved,31
8ac50ebd-2a1f-4932-8598-7671f8dff203,Wendy Anderson,carolyn03@example.net,(552)564-0387,"4881 Christine Union
New Davidmouth, ND 57115",675,869950,584680,3586,8,Student Loan,Rejected,96
832cf413-38dc-44ad-97e1-beb4ed827658,Adriana Moore,nathanscott@example.com,697.615.8664x14334,"6190 Benjamin Wall
Jackfurt, GA 79400",709,487256,495178,8132,3,Home Purchase,Pending,0
e272d48c-6eea-4fa8-8fab-cd840604ff14,Jason Mitchell,kevin15@example.net,001-917-982-1982x293,"441 Jessica Mountains Apt. 843
Samanthatown, CT 48018",643,470146,376889,7064,12,Business Loan,Approved,30
85363a66-3094-4cb0-bf5e-5a6b78b2e34b,Robert Nelson,amorgan@example.net,318.547.8790x95168,"811 Dawn Forge Suite 581
East Alexandra, KY 35162",575,539656,333100,3353,6,Auto Loan,Approved,34
30b862d1-bd98-49e1-b274-c507bc26ee54,Brett Scott,lesliebarnes@example.com,4624313069,"81568 Dana Fields
West Richardburgh, WV 81902",571,369019,795090,7726,2,Student Loan,Rejected,80
3210fd30-6958-462a-9dd8-47c6118234f5,Jennifer Hunt,brent33@example.org,373.594.4497x223,"032 Tammy Centers Apt. 011
Burtonfort, WV 73810",645,294389,239318,1539,4,Business Loan,Rejected,8
9a3fe329-6bcb-491a-b0e6-aeef6b67f19d,Kyle Hernandez,masonjoe@example.org,(740)258-7603x0936,"39249 Woods Unions
Navarroside, RI 52530",822,755129,222357,3654,5,Home Purchase,Rejected,55
ffd621a1-b3ce-455c-8b5b-91778d52e7d5,Timothy Fuller,adam32@example.org,545.533.2956x41150,"2536 Wendy Park Suite 395
East Ronald, WI 70352",367,477845,580265,5052,23,Auto Loan,Approved,74
41b60adc-faea-46e6-8fcd-6d2f555db6c2,Dawn Ortega,choiholly@example.org,802-982-9668,"2511 Mikayla Centers
Alvarezville, RI 05152",736,855498,446656,5343,15,Business Loan,Pending,27
60cf7178-ac14-48f6-a2cd-86cee1cd286d,Marcus Randall,angela69@example.com,001-973-531-3515,"3036 Quinn Streets Apt. 419
North Pamville, WV 59123",746,142484,783278,5160,12,Home Purchase,Rejected,53
535d2584-c008-4f71-9c54-12e3e03bc6ab,Cassandra Castro,andrew97@example.net,546.335.3624x7152,"958 Brown Villages
East Joshua, WA 47928",555,858280,209853,8042,22,Home Purchase,Pending,27
989d1a73-dbbd-4e6f-b01c-dbc0fa984b75,Alexis Walker,gilbertstacy@example.com,444.794.7263x4117,"433 Campbell Neck
Lauraberg, VT 82455",489,376111,816383,1749,3,Business Loan,Approved,37
bad076bd-10e2-43cd-afbb-aa3aa77b10f2,Sarah Sexton,kmorales@example.org,+1-210-660-1488x630,"392 Pamela Passage
North Dwayne, AK 61524",315,208120,253641,2018,15,Auto Loan,Pending,37
aff1c127-a997-473b-ba0b-f41f390ef279,Peter Hunter,katierodriguez@example.org,761-668-5085x546,"462 Hernandez Rue Apt. 582
Loritown, SD 37572",355,798738,624874,1214,13,Auto Loan,Rejected,91
8ff2a319-f19a-4b0f-a188-2aefa30be1b2,Erin Taylor,beverlyclark@example.net,(482)613-9575x5723,"Unit 4447 Box 2005
DPO AA 18951",444,864144,428147,5303,14,Auto Loan,Pending,28
ef2e6175-d121-4149-b158-e632d15ed898,Bradley Yoder,jessicabrown@example.org,(923)653-9981,"410 Mary Prairie Suite 110
Saraborough, VI 56047",582,66568,467897,3244,26,Auto Loan,Pending,27
